Created_at,Year,Month,Text,latitude,longitude
2020-03-17 15:33:09+00:00,2020,March,"@[agency name] had a situation last night with 4 homeless people on the train walking up and down. any plans to have people removed for putting others at risk for having urine soaked dried feces in our genera area cuz, nobody was trying to touch anybody. holding our breathe doesnt help either.",37.792078,-122.20974
2020-03-17 22:24:37+00:00,2020,March,@[username] @[username] I gave a older lady my seat on the City Bus and it made her so happy. I'm in my 70's but she was older. It hurts me to see all these young people on the bus won't offer their seats to the elderly and handicap.,29.8384705,-95.470811
2020-03-18 00:29:01+00:00,2020,March,"I'm trying to stand in the bus rather than seat to reduce the chance of contact with surfaces, and the bus driver is actively trying to kill me.",42.3113985,-71.088478
2020-03-18 19:42:08+00:00,2020,March,I'm taking the train home today from the airport and people in the subway keep telling me to stay safe and asking me if I'm okay like pls stop staring at me,40.709626,-73.824007
2020-03-25 12:44:47+00:00,2020,March,"@[newsstation] hello, since yesterday, the [train number] are running local during rush hour, thereby causing the train car to be full of passengers, and its dangerous, as everyone is very close sitting or standing. Its dangerous regarding the corona transmission. Not a good sign, risky!!",40.8559865,-73.866384
2020-03-26 17:20:26+00:00,2020,March,"this dickhole of a bus driver splashes me with some nasty ass water because he couldn't park right and he isn't doing the rear boarding thing
so not only am i wet but i had to pay for it",34.0207635,-118.28762
2020-03-27 15:03:39+00:00,2020,March,THIS IS NOT WORKING. I guarantee my FULL train this morning was not just essential personnel. There was NO ROOM for us to social distance. Its unsafe and disgusting.,40.788882,-73.950947
2020-04-06 00:50:00+00:00,2020,April,"@[agency name] @[agency name] I hate fucking with anyone tryna get their bread, but control your drivers. Theyre acting mad reckless. Please.",37.9488159,-122.35673
2020-04-22 20:29:10+00:00,2020,April,This lady at this bus station hella rude,32.3083095,-90.868662
2020-05-04 11:35:45+00:00,2020,May,"Just rode the subway for the first time since March 20th cause I had to go back to work. Didn't sit. Didn't touch a pole. Mask on, gloves on. Thankfully everyone on my car had them on too. Every other seat was taken. No way to keep social distancing. It was nervewracking.",40.788882,-73.950947
2020-05-08 18:10:29+00:00,2020,May,@[agency name] eastbound [route number] on [bus number] stopped for us on [location name] (we even waved to get their attention of the driver) then as we approached the rear door the driver sped away. Now we have to walk to [location name].,41.833768,-87.671851
2020-05-09 00:38:52+00:00,2020,May,Ive had the most ridiculous day of my life today and to top it off this girl on the bus wont stfu. Shes being obnoxious and disrespectful to the bus driver for no reason. Im ready to fight someone and it might just be her.,41.1182415,-77.738462
2020-05-12 06:09:44+00:00,2020,May,@[agency name] [bus name and number] 11pm towards [location name] letting lots of riders in WITHOUT masks!!!! Unsafe for #essentialworkers who rely on this service! MUST STOP,37.838577,-122.29603
2020-05-17 22:57:35+00:00,2020,May,"Hey @[agency name] I just witnessed yet another cyclist getting hurt because of those tracks on [location name], this time at the intersection with [location name]. What are you doing to protect riders? Those tracks are unused cc @[agency name]",37.7598095,-122.44614
2020-05-21 10:27:28+00:00,2020,May,"@[agency name] @[agency name] why cant the buses be cleaned the same way like the trains? Cleaning them every 72 hours isnt working ... I have been on [bus name] that have been littered with food, gloves and even spit on the seat",40.788882,-73.950947
2020-06-09 09:34:34+00:00,2020,June,@[agency name] How rude none helps me. So I'm going to have to take a bus which takes 30 minutes longer?,42.3113985,-71.088478
2020-06-16 17:48:19+00:00,2020,June,"@[agency name, route number, bus number] packed with every seat full and no room for social distancing. You cannot pretend that you make it possible for passengers to follow health and safety measures when you do not increase service and reliability. @[agency name] will cause the second covid wave in [cityname]",40.788882,-73.950947
2020-06-20 04:51:07+00:00,2020,June,a drunk guy almost hit me on the bus home tonight and honestly i just looked right in his eyes and could see the pain and knew he was just absolutely hurting and recognized that because ive been there and i didnt say a word and just booked it off the bus and i hope hes ok,47.614704,-122.30834
2020-06-24 01:32:33+00:00,2020,June,"oh man i just barely made it to the train as it was leaving, and then from behind me this girl who is drunk(i think) just started yelling YEAH ATTA BOY, GETTIN ON THAT TRAIN and i fucking love this city so much",41.833768,-87.671851
2020-06-25 15:05:31+00:00,2020,June,"This man just yelled at a woman, calling her a dirty fucking nigger, on a crowded [route name] bus leaving [street name]. His wifes name is Alice. Please share so someone may identify them. Enough is enough. #blacklivesmatter",40.709626,-73.824007
2020-07-09 22:25:19+00:00,2020,July,flex buses are back and the people on that bus are so rude all cuz they on a time limit,35.2236385,-114.0214
2020-07-15 23:37:29+00:00,2020,July,"Today I took the subway to work. Not being rude but needed to #SocialDistance
 
 Said No, I dont want anyone to sit next to me to a woman who wanted to sit next to me. 
 
 Gave sideeye another who was wearing her mask on her chin! I got up and walked away. 
 
 Tomorrow another day.",40.788882,-73.950947
2020-07-23 15:18:07+00:00,2020,July,why I just put my middle finger up at the bus driver and stopped and let me on yesssssss,40.004886,-75.138524
2020-07-29 19:07:02+00:00,2020,July,@[agency name] I understand that artists are suffering from lack of work rn but it is NOT ok to allow buskers to sing in stations right now. It is already proven to be unsafe to sing in public,42.3113985,-71.088478
2020-07-30 10:02:11+00:00,2020,July,@[agency name] I got on the bus at 4:55 am at [street name] and [street name] plaza. Bus driver was RUDE and didnt even let the step down. I almost slipped! It was [bus number]. Thank you.,38.667639,-90.436736
2020-08-05 04:00:38+00:00,2020,August,"A drunk ass man stumbled off the bus as I was boardingstopped dead in his tracks and said, OOOOHHHHhhhhhhhh, BAAAAEEEBAE!! And I cant stop laughing",44.970637,-93.284059
2020-08-05 18:28:57+00:00,2020,August,@[agency name] @[username] @[username] @[newsstaion] For now this is what I got. And I have the agents number who arrived to help. Driver was rude to me and was much nicer to women who had no mask on.,37.7598095,-122.44614
2020-08-10 02:40:10+00:00,2020,August,"Social distancing my ass, waited 20 mins. For the [route number] to arrive with the bus getting crowded and myself, almost late fo work",40.709626,-73.824007
2020-08-12 21:54:02+00:00,2020,August,"These three cops were harassing a homeless dude sitting in the metro station. The cop in the back noticed I took out my camera to film, pointed it out to the other two, and left the station. [station name]",34.0207635,-118.28762
2020-08-13 20:28:07+00:00,2020,August,@[cityname] I'm on the [bus number]. It's 3:26pm. I'm legit scared. This driver is driving so fast. Like it's his personal vehicle. I can't wait to get to my stop at the mall. I don't feel safe.,34.706039,-86.580778
2020-08-14 20:48:24+00:00,2020,August,"Shoutout to the subway manager earlier for yelling at his female employee (older latina) who didn't say shit to a white lady without a mask. 
 
 But a rough looking black man walks in without a mask and she wants to kick him out. 
 
 The manager was a younger white man ",33.5520876,-112.07352
2020-08-16 00:47:49+00:00,2020,August,"This [bus number] driver is yelling at people to make them socially distance, you love to see it",37.792078,-122.20974
2020-08-17 23:48:03+00:00,2020,August,i swear [agency name] booth employees are dead ass useless... like no im calling 311 to find out my problem that you should be fully capable to do.,40.655126,-73.939485
2020-08-18 18:51:47+00:00,2020,August,"First Metro ride since March!
 
 Clean cars
 Trains on time 
 Most people following mask mandate
 
 Im lucky enough to have a car in [city name] that Ive relied on these last few months, but the @[agency name] is the only option for so many people. Please wear a mask 
 
 Felt good to be back!",38.928253,-77.034799
2020-08-19 21:15:11+00:00,2020,August,"So today waiting for the bus take me home , and an senior citizen was next to me. Bus came and I let her go first. Then the bus driver was angry ?! A couple was costing problems, the female werent wear her mask ? On the next stop the driver call the police .",34.181792,-119.19147
2020-08-21 00:39:39+00:00,2020,August,not even the threat of corona will stop a man from pulling down his mask and yelling damn baby nice legs as i try to get on the bus,40.7666355,-74.035927
2020-08-26 16:32:52+00:00,2020,August,I was tryna translate for this woman in the train station because the machines are down and she only speaks Spanish. Theres mad officers outside the station and the rude ass fucking teller is making a scene scaring the woman half to death instead of just letting her in.,40.655126,-73.939485
2020-08-27 18:48:16+00:00,2020,August,@[mayor name] can we get some [city name] Cops on the trains. Why do I have to get verbally assaulted and have my life threatened while riding the [agency name] by someone with stolen merchandise burning the security tags off the stuff she stole?,41.833768,-87.671851
2020-09-02 13:08:14+00:00,2020,September,"@[agency name] [bus number, route name and number] approximately 9AM today. Bus Driver extremely rude to me . This is the second driver to close the door on me and drive off in two weeks. Maybe they need decorum classes.",40.788882,-73.950947
2020-09-08 00:51:51+00:00,2020,September,"The Bus Driver Aint Playing Bruh, She Haulin Ass Frfr",29.8384705,-95.470811
2020-09-09 12:00:38+00:00,2020,September,@[agency name] I actually hate to do this because someone will need to clean this ; uptown EC trains [station name and street] metro [card machine number],40.788882,-73.950947
2020-09-11 20:49:40+00:00,2020,September,I hate when the bus comes late,41.1182415,-77.738462
2020-09-13 22:16:41+00:00,2020,September,"Omg when did people start answering calls on the subway? There are two people loudly having conversations on their phones right now, yelling.",40.717857,-74.067513
2020-09-21 15:59:00+00:00,2020,September,i normally hate when people blast music on the subway but this guy playing old school motown has some taste,40.004886,-75.138524
2020-10-01 21:03:47+00:00,2020,October,@[agency name] loveeeee when the [bus number] just skips stops!!!!!!! Not rude at all or inconvenient,40.788882,-73.950947
2020-10-02 21:40:21+00:00,2020,October,Who tf is this ugly ass old drunk ass man keep looking at on this fukin bus,38.928253,-77.034799
2020-10-09 16:41:25+00:00,2020,October,Your extremely rude and unhelpful bus driver gave me incorrect information I asked where the [train route] shuttle was on Beach 116 and he told me there is NO shuttle which is false he is driving the [route number and bus number] 12:20pm. Do u not train ur employees??!,40.709626,-73.824007
2020-10-12 03:40:25+00:00,2020,October,"Waiting at the bus stop. It's quiet tonight. Weird. There's only one person out here when he's sleeping. No music. Nobody arguing.
 
 What the fuck is going on?!
 
 NOTHING NEVER HAPPENS HERE BUT IT'S HAPPENING NOW WHAT THE FUCK",30.3234054,-97.716312
2020-10-12 23:22:09+00:00,2020,October,Some bitch yelled to the bus driver about me not wearing a mask because I didnt let her hit my weed. Same dumb bitch is on the bus back doing the same shit and I didnt even notice her. She should shut the fuck up because her ugly ass is the only one who really needs a mask.,42.4293265,-123.30073
2020-10-19 13:04:41+00:00,2020,October,This train doesnt have auto station announcements so the driver is just yelling them out on the intercom [city name] [agency name] style.,42.3781977,-71.131341
2020-10-19 19:48:06+00:00,2020,October,"Omg, this guy in the bus is a fucking nut! Yelling at the bus driver because she asked him to move. Dude she let you on without paying, just fucking move!!!! I cant with all these druggies on the bus.",47.614704,-122.30834
2020-10-20 23:08:44+00:00,2020,October,Why the bus driver said hi to me and no one else I be thinking shit like that is so weird,40.655126,-73.939485
2020-10-24 17:37:55+00:00,2020,October,"Hopped the turnstile with seconds to spare and got a seat on the train, only for the conductor to announce DELAY! Thank you for your patience and I thought wow the jig is finally up... after all these years today is the day Ill be caught committing this heinous crime",40.788882,-73.950947
2020-10-26 20:22:16+00:00,2020,October,"A man on the train just walked by and made a gross, sexual grunt at me while I was eating my carrot sticks and now I dont feel safe",37.2697605,-120.02525
2020-10-28 19:48:02+00:00,2020,October,I love how I finally get a seat on the train and this guy has his wife sit right next to me which he forgot about social distance and I am the one who is pregnant that has to get up because I respect social distance. Legit got up .. gave her a dirty look as I rubbed my belly.,40.709626,-73.824007
2020-11-01 11:46:59+00:00,2020,November,@[agency name] [line name] SUCK Major ASS!!!!!! The train NEVER IN TIME. It is ALWAYS early or missing on the [location name] Bound. It suck especially on early Sunday when you doing your best to get to work on time an the train early and the next train is 30 MINUTES LATER. [agency name] SUCK ASS!!,41.833768,-87.671851
2020-11-14 00:05:04+00:00,2020,November,"@[agency name] [bus number] the driver watched a man threaten, and try to start a fight with, a woman at the bus stop, and then patiently waited for him to board the bus. Why let him on the bus with the rest of us? That seems wrong. Why would we feel safe?",47.614704,-122.30834
2020-11-14 23:12:28+00:00,2020,November,about to have a p*nic attack on this crowded ass bus!!!!!,47.614704,-122.30834
2020-11-15 01:57:10+00:00,2020,November,"A guy with black down jacket called me fucking bitch and spit on my face at [station name] , the train from 1 :18 from [station name] today. I will report it to police tomorrow.",40.655126,-73.939485
2020-11-15 15:38:05+00:00,2020,November,"@[agency name] What are you doing about criminals on the subway? I complained last night about a disruptive, pot smoking thug who harassed riders yet barely a response. Maybe @[mayor name] should give riders free mace to spray when were attacked.",40.788882,-73.950947
2020-11-28 20:54:43+00:00,2020,November,Blasting TPWK in my ears to refrain from punching a bitch on the train who is expressing herself very loudly on the phone. Thank you for making the world better @[username],40.5387545,-74.394613
2020-12-09 04:50:01+00:00,2020,December,Shout out to [bus number] for being warm and cozy this evening! @[agency name],45.5364205,-122.60733
2020-12-11 15:22:42+00:00,2020,December,"This driver was rude and basically embarrassed her in front of the whole bus, during a pandemic when we know millions have lost their jobs, especially in [county name]. At what point do we stop criminalizing and embarrassing those who cant afford 2.75. (For horrible service too)",40.70277,-73.618049
2020-12-11 15:22:42+00:00,2020,December,I had to push my way through [city name] Metro that's how crowded it was,38.880849,-77.107727
2021-01-17 22:43:57+00:00,2021,January,@[username] [agency name] have this posted at my train station letting the riders now when the should be departing from it starting points. I use this to base my time to when I should ride the train. To bad they do follow there on schedule.,41.833768,-87.671851
2021-01-19 00:14:18+00:00,2021,January,@[agency name] bus driver is literally allowing people to takeoff their masks to yell that this is their stock. When I tried to talk to him about it he was condescending and suggested I get off the bus.,33.809107,-116.45812
2021-01-22 00:45:23+00:00,2021,January,"Cut to a drunk, racist, transphobe screaming slurs at people on the train and he is about to get his ass beat. Maam, this is the [line name] train.",40.8559865,-73.866384
2021-01-24 03:15:50+00:00,2021,January,this fool ass passenger jumped on a out of service train to snatch a bike off the train.. left his bike on the platform and train took off.. guessing his bike won't be there when gets back..,37.9488159,-122.35673
2021-02-01 16:22:31+00:00,2021,February,Shout out to the @[agency name] for having Not In Service buses drive around [city name] during a snowstorm. Please let me know when the driver of [bus number] is done scrolling thru his phone so I can get to work. Im the woman covered in snow standing outside his bus for the last 45 minutes.,40.788882,-73.950947
2021-02-01 16:22:31+00:00,2021,February,"Bus driver didn't lower the bus when I got on, so when I couldn't quite lift my foot high enough, I tripped getting on the bus. Now my knee hurts and my back hurts, because the driver was in too much of a damned hurry.
 
 She fucking rolled her eyes at me when I tripped, too.",30.3234054,-97.716312
2021-02-05 00:16:05+00:00,2021,February,"this old ass lady keeps pulling the wire on the bus then being like ??? and not getting off ? and the bus driver is like ? you pulled the wire? and the ladys like ? and were all like. ,..,,??",41.833768,-87.671851
2021-02-06 20:31:17+00:00,2021,February,[agency name] [car number] homeless aggressive man.@[agency name],40.788882,-73.950947
2021-02-13 00:29:09+00:00,2021,February,"dude this guy was sleeping on the subway, laying down (so many people do that whenever youre on the train) and these freakin cops came on the train and were telling him to sit up and physically took his legs and pushed them to make him sit up. then said some cocky shit. ACAB!!!!",40.788882,-73.950947
2021-02-13 15:05:22+00:00,2021,February,Feel like Im in the twilight zone riding the train today people arent wearing masks... conductor is making weird announcements on the intercom... they stuffed all the passengers in one car... bye,40.004886,-75.138524
2021-02-13 15:05:22+00:00,2021,February,"@[username] this was the condition of a particular [agency name] train going to [city name]. The car was trashed, smelled of urine, feces, and extensive vandalism. The seats were flipped and intercom was also busted. This was around 5:15 pm today [city name] to [city name] train. Unacceptable! ",37.7598095,-122.44614
2021-02-22 00:44:04+00:00,2021,February,This people in Bus Terminal makes me sad. Asking the police to let the homeless old guy out of the building. Its not like that guy was hurting them or bothering them. The guy just want to feel a little bit of warmth in this cold weather,39.3644995,-74.426188
2021-02-24 15:45:53+00:00,2021,February,@[agency name] there is a crazy homeless man with lots of stuff on downtown [line name] train. No mask. Red blanket. [car number]. Dangerous! @[mayor name] @[governor name],40.788882,-73.950947
2021-02-24 19:35:51+00:00,2021,February,Cranston: [street name] at [route number] overpass teenager just assaulted a bus driver,41.817091,-71.427738
2021-02-26 02:54:39+00:00,2021,February,@[username] Shout out to Mr. [name] our [route number] bus driver. He is awesome!,32.8638235,-96.979242
2021-02-22 00:44:04+00:00,2021,February,@[username] @[username] @[username] You definitely arent. Im on the bus right now. Went to the bus driver to complain about it and instead he threatened to kick us both off. Never again. ,40.7784975,-74.071788
2021-03-17 18:48:47+00:00,2021,March,@[agency name] bus [route number] [street name] and [street name] laid on his horn to get a woman to move her car as she making a turn with a car in front of her. Rude careless unlawful use of horn,40.004886,-75.138524
2021-03-19 22:39:49+00:00,2021,March,@[username] @[agency name] @[mayor name] Smart move. The trains have become an anything goes homeless shelter. This morning a guy was smoking AND masturbating. No one says anything for fear of being murdered. They just crowd into other cars that aren't as gross.,41.833768,-87.671851
2021-03-21 19:42:57+00:00,2021,March,Not the bus driver about to fight a passenger,39.765093,-86.173651
2021-03-23 14:55:42+00:00,2021,March,"@[agency name] once again no mask on the qtrain. You guys need police presence on trains or in stations. He got off at [street name] to get the [route name] train. Everyday this is happening. Stabbing yesterday.
 @[governor name] @[mayor name] @[police name]",40.788882,-73.950947
2021-04-03 16:04:51+00:00,2021,April,"I stopped an assault on a kid on the subway. Asshole was beating his kid behind me (it was assault, not discipline) so I turned and told him to STOP! Shocked, he started threatening me until he, his embarrassed wife and kid got off next stop. So many angry assholes.",40.605313,-74.648328
2021-04-06 22:27:59+00:00,2021,April,just vibed with a bus driver to september by earth wind and fire but i got nervous shout out to u maam u made me smile,39.0092495,-94.545219
2021-04-08 19:40:54+00:00,2021,April,"Imagine being so in touch with ur masculinity that you vocally complain about a dude standing in front of you on crowded bus 
 
 Sorry buckeroo looks like you picked the wrong seat today 
 
 You looking at my blunge for the remainder of ur bus ride LMFAOOOOOOOOOOOOOOOOO",40.709626,-73.824007
2021-04-10 18:06:04+00:00,2021,April,"@[agency name] your bus driver operating [route number] [unit number] just harassed a black woman over the microphone on his bus route. Super unacceptable and unprofessional. Time of incident 11:04 AM, April 10.",47.614704,-122.30834
2021-04-22 10:07:02+00:00,2021,April,people that play music out loud on the train at 6am need to get fucking punched,40.8559865,-73.866384
2021-04-22 12:56:30+00:00,2021,April,MY BUS DRIVER JUST LEFT ME AT MY HOUSE IN FREEZING WEATHER ID THIS A HATE CRIME,42.7466315,-76.214606
2021-04-23 01:35:41+00:00,2021,April,"@[username] @[agency name] [bus number]. It was a 20 bus that Arrived at Medford Rd and Westhampton Dr. The driver was rude, needs to be in another position. Not surrounded BY FCKING PEOPLE! ",40.004886,-75.138524
2021-04-23 02:42:10+00:00,2021,April,My phone was simply snatched from my hand on [street name] [line name] train and station SIMPLY SNATCHED and NOBODY bothered to stop him even though they saw me running and shouting after him. WHAT A SHITFEST @[agency name],41.833768,-87.671851
2021-04-28 03:18:51+00:00,2021,April,"Goddammit I am starting to develop a grudge against this fucking bus driver. The way she treats picking me up as a fucking INCONVENIENCE.
 
 I sat down at the stop because my bad knee was hurting but apparently sitting under a light with a bright colored shirt isn't good enough",30.3234054,-97.716312
2021-05-04 18:52:30+00:00,2021,May,"SEVERAL SUBJ AT BUS STOP YELLING AT EACH OTHER AND TRYING TO BE PHYSICAL,
 23 MALES, NO WEAPONS, BIGGEST ISSUE IS INTOX AND VERY LOUD
",41.6470108,-91.537047
2021-05-05 05:24:51+00:00,2021,May,"So my @[agency name] driver coughed TWICE today and I immediately started looking for an exit. But then he shouted to teens in last row ""WHATEVER YOU ALL ARE SMOKING BACK THERE, YOU BETTER STOP OR YOU CAN GET OFF AT THE NEXT STOP! AND PUT YOUR MASKS ON!"" I...
 
 Me before Me after",42.3113985,-71.088478
2021-05-06 16:11:27+00:00,2021,May,@[username] Im not even tryna be rude or funny Im almost for certain she is just suffering from mental illness. Shes currently in the back of the bus singing at high octaves lbs.,41.833768,-87.671851
2021-05-16 16:23:36+00:00,2021,May,"I literally dont know anyone whos witnessed subway crime during this whole supposed crime spree on the subway, the subways have been less crowded, very clean, and devoid of breakdancers aggressively taking over an entire subway car",40.709626,-73.824007
2021-05-18 23:11:08+00:00,2021,May,"On the subway today saw a few cops in the station and few more on platform, while they start to add another 500 cops I will put money on the fact that all that will change is vendors will be harassed, beaten, and fined. KEEP #[police name] out of the #[agency name]
@[username] will",40.655126,-73.939485
2021-05-19 18:35:27+00:00,2021,May,#[agency name] l at [station name] approx 2:26pm. [agency name] police and 2 red shirt helpers near entrance. They just ignored 6 people pushing thru the gates to not pay and none had a mask on.,42.4192095,-71.008326
2021-05-23 15:40:54+00:00,2021,May,Feels weird being on the train and not being in the group of people who are clearly already drunk,41.5859105,-87.355805
2021-05-25 02:41:00+00:00,2021,May,Pretty sure someone just tried to bang on me on the 30 bus because I was wearing shoes with red laces and a red shirt this foo shouts SURRRREEEOOO! lmaoooo,34.0207635,-118.28762
2021-05-25 08:38:15+00:00,2021,May,"The [agency name] [bus number] driver literally jumped in, pulled off screeching with the vibes and the woman who had allegedly pissed her off , insulted the heck out her",42.3527755,-83.125422
2021-05-28 00:16:25+00:00,2021,May,"@[agency name] on a [bus number] at [street name] bound. The driver is 25 min late for the switch, and started harassing and threatening riders, saying hell put the bus out of service when we asked why weve been standing for 25 min.",40.655126,-73.939485
2021-05-28 22:18:18+00:00,2021,May,"@[agency name] running to the [line number] at [transit center name], [bus fleet number], driver doesn't pull up to curb and I have to run, another metro driver gets the bus to stop for me, driver plays coy that no one approached the bus. Going to [location name]. Time 3:15pm.",47.4816705,-122.18881
2021-06-02 23:29:53+00:00,2021,June,"The mental health crisis in the subway is real. Second time this year Ive had someone in the car targeting riders. 
 In February it was a person who spat on and threatened to kill me when he saw my Pride bracelet. 
 Today it was a person crying and grabbing people asking for help.",40.709626,-73.824007
2021-06-04 20:53:45+00:00,2021,June,@[username] @[username] why Operators have issues operating Northbound Metro trains on Friday? Not sure if its the same operator but this train never makes the 5:01 [rail name] becuz they scared to drive.. Today is [operator number] get it together,25.8213335,-80.24216
2021-06-08 19:53:12+00:00,2021,June,"@[agency name] @[username] You might want to share this tweet with your @[agency name] officers working at [street name]. Nearly 20 uniformed [agency name] police in station or on platforms and only 1 wearing mask. If they dont follow the rules, why should passengers?",40.8559865,-73.866384
2021-06-16 21:12:37+00:00,2021,June,"This shuttle bus business for [line name] with the shuffling and fumes well I had an asthma attack. 
 
 Take my mask off to use my inhaler and then got yelled at by a POLICE OFFICER!!! So waved my inhaler at him. 
 
 Really love treatment of people with disabilities [agency name] and [police name].",42.3113985,-71.088478
2021-07-02 15:21:42+00:00,2021,July,"To close, when in Penn station, having thought Id seen enough, another homeless dude, naked this time w only sweats around his knees and shit on his ass goes running by me complaining hes gonna be late for the train. Buddy I have a strange suspicion theyre not letting you on",40.709626,-73.824007
2021-07-02 20:49:11+00:00,2021,July,@[username] Y'all need tighter law enforcement and security in this here town of y'all's. At the [route number] @[agency name] bus stop near [location name] and [location name] there's a man assaulting the customers as they exit the bus. Where in God's name is @[police name]!? That shit was scary!!!!!,33.583339,-84.333876
2021-07-11 21:27:34+00:00,2021,July,I definitely think thats absolutely disrespectful that #[agency name] bus drivers just decide that their going to skip their time slots for departure after its already scheduled for them to leave at a specific time. Thats very rude! But were wrong if we report them?!,33.631208,-84.462562
2021-07-14 17:49:26+00:00,2021,July,"I'm very angry and disappointed w @[agency name] today. [route number] was slacking in getting a new bus wout saying anything, plus there was no bus driver that showed until 25 minutes later. Do a better job, I'm now EXTREMELY late for work bcuz of this.",41.5764625,-93.589516
2021-07-14 18:25:59+00:00,2021,July,Ive on a crowded bus and Ive been staring in awe at the white woman using two seats for her bags and the other gay on the bus walked right up to her and asked to have her bags seat and she was so shook but she moved and we gay nodded at each other,41.833768,-87.671851
2021-07-15 00:18:13+00:00,2021,July,@[agency name] Big shout out to the driver of [bus number] this evening! Saw him assisting a elderly woman across a very busy [location name]. Thanks for helping ensure the safety of your passengers!,29.8384705,-95.470811
2021-07-17 12:48:04+00:00,2021,July,@[agency name] one of tour drivers on the [bus number] towards [street name] refused to take a pregnant woman full term because no one on the bus wanted to stand up and your driver made her get off the bus instead of making someone stand up and you wonder why people hate your bus drivers and system,40.788882,-73.950947
2021-07-18 05:31:17+00:00,2021,July,So a [agency name] employee yelled at me for eating a sandwich on the platform on [location name]. Get on the train and I find a bunch of peanut shells on the floor. Now I continue to eat my sandwich,41.833768,-87.671851
2021-07-21 13:46:43+00:00,2021,July,Now a man was screaming at the bus driver to wait for him and when he got into the bus he yelled at the driver because its too cold in the bus and walked out only to keep screaming that the bus is too cold. Its going to be another in [city name],34.0207635,-118.28762
2021-07-25 20:57:08+00:00,2021,July,"Oooh Lord. I was standing here at the bus stop. 2 men got to fighting with belt buckles, torn cans from the trash, some punching. And I just hear someone say,"" he opened him up"". Police and ambulance is here. 
 I suspect HGC was involved by the way it unfolded, unfortunately. ",35.091935,-85.252365
2021-07-28 16:52:14+00:00,2021,July,@[username] @[agency name] @[username] @[username] Also shout out to the @[agency name] drivers who get everybody to their train at [street name] against all odds.,37.7598095,-122.44614
2021-07-30 01:37:37+00:00,2021,July,@[agency name] Im grateful for the driver of an [bus number] that refused to allow a mask less aggressive costumer to board the bus. Thank you for enforcing the rules and keeping us safe! #[city name],40.788882,-73.950947
2021-08-02 00:20:45+00:00,2021,August,The @[agency name] agent (Church) just lectured me over the loudspeaker for walking up and down the platform (haven't hit my steps today) while I wait for my train...why was that necessary? Like.. would not stop talking until I walked back. Just rude for the sake of rude. Not okay.,37.7598095,-122.44614
2021-08-02 16:38:58+00:00,2021,August,@[agency name] please check the [train number]? So you canrun smoothly. I feel unsafe and terrible on the train. It mks me sick,37.5984057,-122.40276
2021-08-03 03:12:29+00:00,2021,August,"@[username] @[agency name] [street name] bound [agency name] trains stopped at Harriman and passengers put on busses to the remaining stops. They are busses contracted by [agency name] who are entrusting their passengers safety to them. This woman was reckless,
 rude, and distracted",42.7466315,-76.214606
2021-08-09 21:28:54+00:00,2021,August,Btchs be mad rude on the train.. if I was a girl I wouldve violated tf outta her!,40.655126,-73.939485
2021-08-12 11:19:57+00:00,2021,August,"No matter how early or on time I am, 99.9 of the time public transportation in [city name] will be delayed. I left a whole ass 52 minutes before my shift for a commute that typically should take no longer than 30 minutes AND IM LATE.",42.3113985,-71.088478
2021-08-12 12:18:59+00:00,2021,August,@[agency name] not one of ticket dispenser at #[location name] was accepting credit cards just now. It's bad enough that you don't allow refills on a 10 trip card but now you forced me to pay full fare because you can't maintain the machines. You just stole from me,40.709626,-73.824007
2021-08-13 14:13:32+00:00,2021,August,@[agency name] Earlier I took a [route number] bus with a driver who almost didnt allow a passenger to get on the bus without a mask causing a stir until..the passenger asked the driver why he had no mask..moral of the story the city mandates but they can not follow their own rules.,40.709626,-73.824007
2021-08-14 21:37:43+00:00,2021,August,"Yelled at an unmasked antivaxxer ranter on the subway earlier today when then started targeting me with what he thought were racist slurs. ""Maha Laxmi"" The goddess of knowledge is great? Uh buddy...
 
 But seriously, these threads remind me why we get so angry at these people. ",40.788882,-73.950947
2021-08-16 19:04:58+00:00,2021,August,whenever i see big ass spiders at the train bus stop i get so angry lol like why r u trying to ruin my mood rn,41.833768,-87.671851
2021-08-19 21:39:33+00:00,2021,August,"@[username] @[agency name] Today? my bus simply did not come
 
 Any other day ever? There is no actual schedule being followed, I never get where Im going on time, and the buses are always early or late but none of the apps ever seem to know which that is.",40.004886,-75.138524
2021-08-21 17:44:22+00:00,2021,August,"Hello @[agency name], there is a broken bottle and empty bottle on the [route name] train on [location name] going uptown. Maybe have someone clean that up? Someone could get hurt.
 
 Thanks in advance!
 
[train number]",40.788882,-73.950947
2021-08-23 16:54:14+00:00,2021,August,This Asian lady on the train is full on staring at me. When I look at her shes doesnt look away!,41.833768,-87.671851
2021-08-23 22:34:11+00:00,2021,August,So angry at myself rn... the bus was late and now I'm not going to get home until later tonight or even tomorrow because of a dumb mistake I made at the next station I arrived at... crying rn,39.8621825,-84.29125
2021-08-24 23:43:26+00:00,2021,August,@[agency name] we are on the 5:42p train from @[location name] and the train conductor is bringing a smile and laugh to the people onboard. Give him some kudos!,38.9964715,-105.54936
2021-08-25 14:47:37+00:00,2021,August,"So a guy who was begging for a swipe to get into the subway at first shouted at two Asian police officers in an Asian accent, Men with little penises! but then apologized and they all bid each other a good day",40.788882,-73.950947
2021-08-31 21:57:34+00:00,2021,August,I just wanna know the fine ass African American bus driver who waved at me today at 5:48 across from the [restaurant name] near [route name and number] @[agency name],40.5723045,-74.131786
